name,brand,qualifier_data,qualifier_type,locality,street_name,distance,url,address_detail,geographic_county,postcode,administrative_boundary,telephone_number,feature_easting,feature_northing,pointx_classification_code,unique_reference_number,group_code,category_code,pointx_class_code,group,category,pointx_class
Gale & Snowden,,,,Exeter,High Street,16.8,www.ecodesign.co.uk,65-67,Devon,EX4 3DT,Exeter District,1392279220.0,291960.2,92588.4,2040063,95747609,02,04,0063,Commercial services,Consultancies,Architectural and building-related
Music Devon,,,,Exeter,Sidwell Street,20.1,www.musicdevon.com,154,Devon,EX4 6RT,Exeter District,1392411143.0,292537.0,93031.0,5320396,95763884,05,32,0396,Education and health,Recreational and vocational education,Music teachers and schools
Plunkett Yates Ltd,,,,Exeter,Southernhay West,13.6,www.plunkett-yates.co.uk,7,Devon,EX1 1JG,Exeter District,1392247444.0,292274.1,92492.8,2090135,96561343,02,09,0135,Commercial services,Legal and financial,Accountants and auditors
Warrens,Warrens,,,Exeter,South Street,13.4,warrensbakery.co.uk,1,Devon,EX1 1DZ,Exeter District,1392214889.0,291932.0,92557.9,9470661,103283143,09,47,0661,Retail,"Food, drink and multi item retail",Bakeries
The Eddystone Trust,,,,Exeter,King William Street,20.0,www.eddystone.org.uk,Wat Tyler House,Devon,EX4 6PD,Exeter District,8003283508.0,292406.0,93080.0,5280330,103274032,05,28,0330,Education and health,Health practitioners and establishments,"Alternative, natural and complementary"
Focus Investigations,,,,Exeter,Queen Street,16.7,www.focusinvestigations.co.uk,Queensgate House 48,Devon,EX4 3SR,Exeter District,1392346111.0,291744.0,93037.0,2100162,103826523,02,10,0162,Commercial services,"Personal, consumer and other services",Detective and investigation agencies
Princesshay,,,,Exeter,Catherine Street,29.3,www.princesshay.com,St. Stephens House 9,Devon,EX1 1EU,Exeter District,1392459838.0,292138.0,92714.0,9480708,104055355,09,48,0708,Retail,"Household, office, leisure and garden",Shopping centres and retail parks
Snappy Snaps,Snappy Snaps,,,Exeter,Fore Street,5.9,www.snappysnaps.co.uk,185-186,Devon,EX4 3AX,Exeter District,1392492332.0,291901.5,92560.5,2100177,107655922,02,10,0177,Commercial services,"Personal, consumer and other services",Photographic services
Exeter Colllege P E Department,,,,Exeter,Queen Street,18.7,www.exe-coll.ac.uk,33-36,Devon,EX4 3SR,Exeter District,1392400431.0,291824.3,92932.5,5310376,115422943,05,31,0376,Education and health,"Primary, secondary and tertiary education",Further education establishments
Pluss,Pluss,,,Exeter,,25.2,www.pluss.org.uk,Guildhall Car Park,Devon,EX4 3HP,Exeter District,8009177792.0,291843.0,92687.0,2100183,125622167,02,10,0183,Commercial services,"Personal, consumer and other services",Vehicle cleaning services
Richards Aquatics,,,,Exeter,Market Street,14.1,,,Devon,EX1 1BW,Exeter District,1392851823.0,291947.1,92428.2,9480691,125665711,09,48,0691,Retail,"Household, office, leisure and garden","Pets, supplies and services"
YMCA Exeter,YMCA,,,Exeter,St. Davids Hill,10.7,www.ymca.org.uk/location/ymca-exeter,39-41,Devon,EX4 4DA,Exeter District,1392410530.0,291473.0,92992.0,1010005,125707417,01,01,0005,"Accommodation, eating and drinking",Accommodation,Hostels and refuges for the homeless
RSPB,RSPB,,,Exeter,Southernhay West,22.4,www.rspb.org.uk,Broadwalk House,Devon,EX1 1TS,Exeter District,1392432691.0,292318.0,92687.0,6350445,125811824,06,35,0445,Public infrastructure,Organisations,Animal welfare organisations
John K Daly & Co Ltd,,,,Exeter,Queen Street,16.7,www.johnkdaly.co.uk,Queensgate House 48,Devon,EX4 3SR,Exeter District,7919166853.0,291744.0,93037.0,2040063,125776064,02,04,0063,Commercial services,Consultancies,Architectural and building-related
Carbon 60,Impellam Group,,,Exeter,Dix's Field,14.8,www.carbon60global.com,11-15,Devon,EX1 1QA,Exeter District,1392420613.0,292520.6,92693.7,2050078,125908511,02,05,0078,Commercial services,Employment and career agencies,Employment agencies
Bank of England,Bank of England,,,Exeter,Dix's Field,12.2,www.bankofengland.co.uk/pages/home.aspx,11-15,Devon,EX1 1QA,Exeter District,1392438302.0,292497.0,92703.0,2090138,125910378,02,09,0138,Commercial services,Legal and financial,Banks and building societies
City Dress,,,,Exeter,Tudor Street,21.3,www.citydress.co.uk,E Hairdressing the Old Vic,Devon,EX4 3BR,Exeter District,1392276699.0,291613.0,92275.0,5320385,125905925,05,32,0385,Education and health,Recreational and vocational education,Beauty and hairdressing schools
Pure Face Works,,,,Exeter,Castle Street,4.2,www.purefaceworks.com,15-16,Devon,EX4 3PT,Exeter District,7760313180.0,292171.0,92867.5,2100156,126990604,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Psychology Associates,,,,Exeter,Southernhay West,13.5,www.psychologyassociates.org.uk,4-5,Devon,EX1 1JG,Exeter District,1392531901.0,292268.1,92476.8,5280372,141265550,05,28,0372,Education and health,Health practitioners and establishments,Mental health centres and practitioners
S A R Insight & Consulting,,,,Exeter,Gandy Street,8.6,www.sarinsight.com,25-26,Devon,EX4 3LS,Exeter District,1392580960.0,292018.0,92795.0,2040064,145405450,02,04,0064,Commercial services,Consultancies,Business-related consultants
Turtle Bay,Turtle Bay,Caribbean Restaurant,Restaurant Type,Exeter,Queen Street,29.9,www.turtlebay.co.uk,Guildhall Shopping Centre,Devon,EX4 3HP,Exeter District,1392425928.0,291946.5,92756.9,1020043,133950278,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Whistles,Whistles,,,Exeter,Sidwell Street,40.3,www.whistles.com,1,Devon,EX4 6NN,Exeter District,8446931708.0,292331.0,92928.0,9460656,141905250,09,46,0656,Retail,Clothing and accessories,Clothing
Hen House,,Restaurant,Restaurant Type,Exeter,North Street,21.7,,7-8,Devon,EX4 3QS,Exeter District,1392217362.0,291857.0,92576.0,1020043,145401407,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Dart Sensors,,,,Exeter,Mary Arches Street,17.4,www.dartsensors.com,Elm House 54,Devon,EX4 3BA,Exeter District,1392277733.0,291812.0,92545.0,7420583,146522342,07,42,0583,Manufacturing and production,Industrial products,Measurement and inspection equipment
Burrington Estates,,,,Exeter,Southernhay East,13.7,www.burringtonestates.com,Dean Clarke House,Devon,EX1 1AP,Exeter District,3333445757.0,292291.0,92406.0,2110194,129840511,02,11,0194,Commercial services,Property and development services,Property development services
Fulfords Exeter City Centre,Countrywide,,,Exeter,Paris Street,45.3,www.fulfords.co.uk,Feltrim House 4,Devon,EX1 1GA,Exeter District,1392590338.0,292362.0,92814.4,2110190,149611388,02,11,0190,Commercial services,Property and development services,Property sales
Exeter Arcade,,,,Exeter,Fore Street,12.9,,122a,Devon,EX4 3JQ,Exeter District,1392757459.0,291739.5,92330.1,1020034,146516148,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
The Lin Den,,,,Exeter,North Street,8.0,,13-14,Devon,EX4 3QS,Exeter District,1392438498.0,291843.2,92609.9,9470661,158334949,09,47,0661,Retail,"Food, drink and multi item retail",Bakeries
Meritex International Freight Services Ltd,,,,Exeter,20 Northernhay Street,12.6,www.meritex.co.uk,The Coach House,Devon,EX4 3ER,Exeter District,1392454999.0,291838.0,92833.0,2150223,159598269,02,15,0223,Commercial services,"Transport, storage and delivery",Distribution and haulage
Marie Curie Cancer Care,Marie Curie Cancer Care,,,Exeter,South Street,16.4,www.mariecurie.org.uk,92,Devon,EX1 1EN,Exeter District,1392276269.0,291947.8,92482.9,6350816,161930049,06,35,0816,Public infrastructure,Organisations,Charitable organisations
Brain in Hand Ltd,,,,Exeter,23 Longbrook Street,15.4,www.braininhand.co.uk,Hampton House,Devon,EX4 6AB,Exeter District,1392247909.0,292296.0,93018.0,6330429,160758249,06,33,0429,Public infrastructure,Central and local government,Social service activities
Double Elephant Print Workshop Within Exeter Phoenix,,,,Exeter,Gandy Street,47.1,www.doubleelephant.org.uk,Bradninch Place,Devon,EX4 3LS,Exeter District,7855206659.0,292013.0,92866.0,3170813,161941332,03,17,0813,Attractions,Historical and cultural,Art galleries
Winslade Park,,,,Exeter,Southernhay East,13.7,www.winsladepark.com,Dean Clarke House,Devon,EX1 1AP,Exeter District,7557919772.0,292291.0,92406.0,2110194,162702755,02,11,0194,Commercial services,Property and development services,Property development services
Classical Acupuncture,,,,Exeter,Denmark Road,18.6,www.classical-acupuncture.co.uk,34,Devon,EX1 1SE,Exeter District,1392927299.0,292631.1,92478.6,5280330,163798526,05,28,0330,Education and health,Health practitioners and establishments,"Alternative, natural and complementary"
Electricity Sub Station,,,,,,18.4,,,Devon,EX4,Exeter District,,291796.0,92969.0,6340433,63999776,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Electricity Sub Station,,,,,,3.0,,,Devon,EX4,Exeter District,,291823.0,92563.0,6340433,64005579,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Public Conveniences,,,,,,17.9,,,Devon,EX4,Exeter District,,292051.0,92797.0,6340461,64407046,06,34,0461,Public infrastructure,Infrastructure and facilities,Public toilets
St Bartholomew's Cemetery,,,,,,36.2,,,Devon,EX4,Exeter District,,291586.0,92554.0,6340454,76265186,06,34,0454,Public infrastructure,Infrastructure and facilities,Cemeteries and crematoria
Playground,,,,,,23.5,,,Devon,EX2,Exeter District,,292420.0,92223.0,3180255,76280434,03,18,0255,Attractions,Recreational,Playgrounds
Works,,,,,,18.4,,,Devon,EX4,Exeter District,,291790.0,92716.0,7410542,78429284,07,41,0542,Manufacturing and production,Industrial features,Unspecified works or factories
Telephone Exchange,,,,,,29.0,,,Devon,EX4,Exeter District,,291813.0,93024.0,6340443,111317981,06,34,0443,Public infrastructure,Infrastructure and facilities,Telecommunications features
Electricity Sub Station,,,,,,21.3,,,Devon,EX4,Exeter District,,292001.0,92841.0,6340433,127066963,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Electricity Sub Station,,,,,,41.0,,,Devon,EX4,Exeter District,,291708.0,92808.0,6340433,127066066,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Sluice,,,,,,12.3,,,Devon,EX4,Exeter District,,291407.8,92677.7,10560755,159955029,10,56,0755,Transport,Water,"Weirs, sluices and dams"
Kings Wharf,,,,,,19.7,,,Devon,EX2,Exeter District,,292054.6,92108.6,10560753,161055102,10,56,0753,Transport,Water,Moorings and unloading facilities
Bridge,,,,,,9.2,,,Devon,EX4,Exeter District,,291954.0,93131.0,10540730,166256148,10,54,0730,Transport,Road and rail,Bridges
Sidwell Fish & Chips,,,,Exeter,Sidwell Street,14.8,,59,Devon,EX4 6PH,Exeter District,,292601.9,93138.0,1020020,95261291,01,02,0020,"Accommodation, eating and drinking",Eating and drinking,Fish and chip shops
Chuckle Shoes,,,,Exeter,New Bridge Street,8.4,,3,Devon,EX4 3JW,Exeter District,,291688.8,92273.8,9460657,95351550,09,46,0657,Retail,Clothing and accessories,Footwear
Devon & Exeter Institution,,,,Exeter,Cathedral Close,16.9,www.devonandexeterinstitution.org,7,Devon,EX1 1EZ,Exeter District,,292155.0,92613.0,4250314,95537830,04,25,0314,Sport and entertainment,"Venues, stage and screen",Social clubs
Mace,Mace,,,Exeter,Commercial Road,12.9,www.macestores.co.uk,Mace On the Quay,Devon,EX2 4AB,Exeter District,1392202251.0,291937.0,92125.0,9470699,105191842,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Saigon Nails,,,,Exeter,North Street,8.5,,21,Devon,EX4 3QS,Exeter District,,291815.8,92637.4,2100156,111300636,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
St Davids Launderette,,,,Exeter,St. Davids Hill,12.7,,24,Devon,EX4 4DT,Exeter District,,291539.7,92936.3,2100158,126936437,02,10,0158,Commercial services,"Personal, consumer and other services",Cleaning services
Princess Nails,,,,Exeter,Fore Street,8.9,,95,Devon,EX4 3HY,Exeter District,,291839.3,92457.3,2100156,141289740,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Sunrise,,,,Exeter,City Centre,9.5,,"William House, 129, Fore Street",Devon,EX4 3JQ,Exeter District,,291713.5,92302.7,1020018,141286709,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Haart,Haart,,,Exeter,Longbrook Street,16.0,www.haart.co.uk,Blue Arrow Portland House,Devon,EX4 6AB,Exeter District,1392258374.0,292293.0,93005.0,2110190,141445822,02,11,0190,Commercial services,Property and development services,Property sales
The Real Food Store,,,,Exeter,Queen Street,30.8,,"3, Central Station Buildings",Devon,EX4 3SB,Exeter District,,291883.0,92939.0,9470669,150630266,09,47,0669,Retail,"Food, drink and multi item retail","Grocers, farm shops and pick your own"
Mansur Barbers,,,,"St Davids, Exeter",Fore Street,23.7,,175,Devon,EX4 3AX,Exeter District,,291849.0,92520.0,2100156,165450230,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
"Temperance Lloyd, Susannah Edwards, Mary Trembles, and Alice Molland Grey Plaque",,Grey,Plaque Type,Exeter,,1.0,openplaques.org/plaques/4342,Castle Street,Devon,EX4,Exeter District,,292125.0,92920.0,3200269,124109516,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Parliament Street Bronze Plaque,,Bronze,Plaque Type,Exeter,,11.4,openplaques.org/plaques/7299,Parliament Street,Devon,EX4,Exeter District,,291942.0,92610.0,3200269,124109597,03,20,0269,Attractions,Tourism,Unspecified and other attractions
"City Wall, Exeter Black Plaque",,Black,Plaque Type,Exeter,,61.7,openplaques.org/plaques/7765,Near Cathedral,Devon,EX1,Exeter District,,292305.0,92797.0,3200269,124110835,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Busby & Fox,Busby & Fox,,,Exeter,Cathedral Yard,16.2,www.busbyandfox.com/,19-21,Devon,EX1 1HB,Exeter District,1392276764.0,292026.0,92619.0,9460656,152791842,09,46,0656,Retail,Clothing and accessories,Clothing
Eighteen West,,,,Exeter,City Centre,6.7,,"18, West Street",Devon,EX1 1BA,Exeter District,,291716.0,92270.0,2100156,152791853,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Ted Baker,Ted Baker,,,Exeter,Sidwell Street,40.3,www.tedbaker.com,1,Devon,EX4 6NN,Exeter District,,292331.0,92928.0,9460656,154151864,09,46,0656,Retail,Clothing and accessories,Clothing
Talk to Us... the Mortgage Shop,,,,Exeter,Southernhay East,20.0,,30,Devon,EX1 1NS,Exeter District,,292366.0,92543.3,2090147,157515668,02,09,0147,Commercial services,Legal and financial,Financial advice services
Taji,,,,Exeter,City Centre,16.7,,"143a, Fore Street",Devon,EX4 3AN,Exeter District,,291739.0,92377.0,2100156,159227797,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Flames,,,,Exeter,Sidwell Street,13.6,,The Flat 132a,Devon,EX4 6RY,Exeter District,,292619.0,93111.0,1020018,159228195,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Julia's Collection,,,,Exeter,Princesshay,71.2,,6,Devon,EX1 1GE,Exeter District,,292279.1,92764.8,9460656,159228199,09,46,0656,Retail,Clothing and accessories,Clothing
Seventh Day Adventist Church,,Seventh Day Adventist (Christian),Religion,Exeter,,18.9,,King William Street,Devon,EX4 6PD,Exeter District,,292467.0,93156.0,6340459,145679112,06,34,0459,Public infrastructure,Infrastructure and facilities,Places of worship
Rougemont Brass Plaque,,Brass,Plaque Type,Exeter,,10.4,openplaques.org/plaques/39135,Castle Street,Devon,EX4,Exeter District,,292120.0,92909.0,3200269,127054980,03,20,0269,Attractions,Tourism,Unspecified and other attractions
George III and James Meeting Brushed Metal Plaque,,Brushed Metal,Plaque Type,Exeter,,16.1,openplaques.org/plaques/40634,South Street,Devon,EX1,Exeter District,,292094.0,92337.0,3200269,129889031,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Mick Voo Blue Plaque,,Blue,Plaque Type,Exeter,New N Rd,15.5,openplaques.org/plaques/42286,50,Devon,EX4,Exeter District,,292252.0,93017.0,3200269,144834529,03,20,0269,Attractions,Tourism,Unspecified and other attractions
"John Shillingford, John Bodley, and Thomas Bodley Blue Plaque",,Blue,Plaque Type,Exeter,,11.1,openplaques.org/plaques/50444,Corner of Gandy Street and High Street,Devon,EX4,Exeter District,,292075.0,92723.0,3200269,158059049,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Cardtronics,,,,Exeter,,5.8,,Sidwell Street,Devon,EX4 6NN,Exeter District,,292482.0,92999.0,2090141,48220304,02,09,0141,Commercial services,Legal and financial,Cash machines
Cardtronics,,,,"St Davids, Exeter",Fore Street,21.4,,115-116,Devon,EX4 3JQ,Exeter District,,291771.0,92356.0,2090141,157734909,02,09,0141,Commercial services,Legal and financial,Cash machines
NoteMachine Ltd,,,,Exeter,High Street,11.5,,187-189,Devon,EX4 3DU,Exeter District,,291912.8,92576.5,2090141,157738177,02,09,0141,Commercial services,Legal and financial,Cash machines
Muirtown Primary School (Sports Hall),,,,Inverness,King Brude Road,84.9,,,Inverness,IV3 8LU,Highland,1463239537.0,265021.0,845839.0,4240293,16468583,04,24,0293,Sport and entertainment,Sports complex,"Gymnasiums, sports halls and leisure centres "
Muirtown Primary School (Football Pitch),,,,Inverness,King Brude Road,84.9,,,Inverness,IV3 8LU,Highland,1463239537.0,265021.0,845839.0,4240302,36969286,04,24,0302,Sport and entertainment,Sports complex,"Sports grounds, stadia and pitches"
Bus Stop (Glengarry Road),,45328926,SMS Number,,,12.6,,,Inverness,IV3,Highland,,265012.0,845435.0,10590732,32819888,10,59,0732,Transport,Bus transport,Bus stops
Muirtown Primary School,,,,Inverness,King Brude Road,84.9,,,Inverness,IV3 8LU,Highland,1463239537.0,265021.0,845839.0,5310375,43501424,05,31,0375,Education and health,"Primary, secondary and tertiary education","First, primary and infant schools"
Electricity Sub Station,,,,,,12.2,,,Inverness,IV3,Highland,,265021.0,845591.0,6340433,63921926,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Letter Box,,,,,,6.3,,,Inverness,IV3,Highland,,265037.0,845408.0,6340457,68580146,06,34,0457,Public infrastructure,Infrastructure and facilities,Letter boxes
Jetties,,,,,,108.7,,,Inverness,IV3,Highland,,265011.7,845135.3,10560753,161021378,10,56,0753,Transport,Water,Moorings and unloading facilities
